10	21	7.3121	34.704	17.109	26.587	13.356	31.975	40.659	13.345	3.5347	11.173	23.438	4.0816	8.5018	0	13.722	0	19.516	0	0	0	0	0	0	0	0	0	0	0	0	0	20.067	0	0	0	0	0	0	0	30.238	0	23.293	0	0	0	0	0	0	33.797	0	0	0	0	0	0	0	0	46.339	28.065	0	0	0	0	0	39.462	0	0	30.338	0	0	0	0	0	0	0	0	21.652	32.708	0	0	22.261	33.617	0	0	0	0	0	0	0	0	0	0	0	0	24.295	0	0	12.356	37.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.724	0	0	0	0	0	0	0	0	0	0	0	0	28.976	0	0	0	0	29.577	0	0	0	0	0	0	45.604	0	0	0	0	0	0	0	0	0	0	0	0	0	48.001	0	0	0	0	0	32.665	0	0	0	0	0	0	0	0	0	0	0	0	0	34.175	0	0	0	0	104.1	0	0	17.507	0	0	0	0	0	35.632	0	0	17.969	0	18.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.459	0	0	0	0	0	0	0	0	0	0	0	0	58.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	10	23	14.624	14.612	27.803	19.336	21.369	8.7203	15.638	10.009	7.0694	7.4487	15.625	4.0816	4.2509	13.244	9.1477	9.4569	0	20.103	0	0	0	11.162	28.564	17.526	35.814	0	0	0	0	13.147	0	20.408	0	0	28.54	0	0	0	0	15.325	0	0	0	8.0638	0	0	0	0	17.087	8.6367	0	8.8208	0	0	0	18.36	0	0	0	0	0	0	0	49.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.523	0	0	0	22.858	0	0	34.945	0	0	0	0	0	0	0	0	0	0	0	24.988	0	12.63	0	63.828	64.164	51.599	12.966	0	0	0	26.46	0	0	0	0	54.214	0	0	0	0	27.741	0	0	0	0	0	0	0	0	0	28.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.278	0	16.388	0	0	0	0	0	0	0	0	0	0	0	0	0	17.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.385	0	0	0	0	0	0	0
5	23	6	23	17.549	23.745	25.664	29.004	29.383	23.254	15.638	33.363	10.604	7.4487	11.719	8.1632	29.756	0	0	0	0	5.0258	0	37.165	0	0	17.138	23.368	0	0	6.2166	0	0	0	0	13.605	0	0	0	0	0	0	15.119	0	0	0	0	0	8.1616	0	0	25.348	0	0	0	0	0	0	0	0	0	0	0	47.639	0	0	19.564	0	29.845	0	0	0	0	0	31.304	0	0	10.671	0	21.652	0	10.979	0	44.523	0	0	0	0	46.009	0	0	0	0	0	47.743	24.013	0	0	0	0	0	24.851	0	0	0	0	0	0	25.799	0	0	0	39.493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.244	0	0	0	0	0	0	0	0	0	0	0	0	0	45.253	0	0	30.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66	66.855	0	0	0	0	0	0	0	0	0	0	0	69.402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	10	23	11	24	14.624	21.919	4.2773	24.17	29.383	17.441	18.766	13.345	14.139	3.7243	11.719	4.0816	0	0	0	18.914	0	0	0	10.619	0	0	0	0	0	0	0	0	0	39.44	0	6.8027	0	14.052	0	14.486	29.399	0	0	0	0	39.327	0	24.192	0	0	16.709	0	0	0	0	0	0	0	0	27.54	0	0	0	28.583	0	0	39.128	0	0	0	0	10.194	0	0	0	0	0	0	0	0	0	0	0	0	0	45.122	0	0	0	0	0	0	0	0	0	0	0	0	12.217	0	0	0	0	0	0	0	0	0	0	0	26.065	0	0	0	13.295	0	0	0	0	0	54.724	0	0	0	0	0	0	14.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.096	0	0	0	0	0	0	0	0	32.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.427	0	0	0	0	0	36.039	54.211	0	0	36.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.735	0	0	0	0	0	0	0	0	0	0	0	20.422
8	8	12	24	10	26	29.248	21.919	19.248	24.17	2.6712	0	18.766	3.3363	7.0694	7.4487	3.9063	0	8.5018	0	0	14.185	0	0	0	0	0	5.5809	0	0	0	0	0	0	6.4563	0	0	0	0	7.0258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.087	25.91	0	0	0	0	0	0	0	0	18.884	0	0	0	0	0	0	0	20.225	0	0	0	0	0	0	0	0	0	0	10.979	0	0	0	0	0	0	0	46.302	0	0	0	0	0	0	0	24.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.187	0	0	0	0	0	0	45.429	0	0	0	0	0	0	0	15.605	0	0	0	47.496	0	0	0	0	0	32.334	0	0	0	0	0	16.497	0	0	0	0	0	0	0	0	0	0	0	0	68.773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.585	0	0	0	0	0	0	99.571	0	0	0	0	0	0	0	0	0	0
11	13	13	10	26	20	19	21.936	32.878	14.971	19.336	8.0135	2.9068	0	6.6725	3.5347	3.7243	7.8127	0	0	0	22.869	4.7285	24.395	0	0	0	0	11.162	11.425	23.368	23.876	0	0	6.3374	0	0	0	0	13.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.348	0	0	0	44.104	0	36.007	0	0	0	0	0	0	28.839	0	0	29.596	0	0	10.113	0	0	0	0	0	0	0	32.245	0	0	0	0	22.261	0	0	22.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.933	0	0	0	0	0	0	0	0	0	0	0	0	0	83.224	69.667	0	0	0	0	0	0	0	0	0	29.097	0	0	0	59.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.551	0	0	0	0	96.336	0	0	0	0	0	0	0	0	49.654	0	0	33.427	0	0	84.374	0	0	34.069	0	0	0	0	0	52.052	0	0	0	0	0	0	0	0	71.264	0	0	0	0	0	0	0	0	73.086	0	0	0	0	0	37.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.6	0	0	0	0	0
5	8	12	12	20	19	10	18	29.248	20.092	8.5546	12.085	21.369	11.627	12.51	13.345	14.139	11.173	19.532	12.245	0	0	0	0	9.758	0	0	15.928	0	0	0	35.052	17.907	12.188	0	19.012	0	0	0	0	27.66	0	14.27	0	0	7.4553	0	0	23.293	0	0	0	8.1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.166	9.6131	0	9.7819	0	0	30.092	0	30.581	0	0	0	0	21.185	0	0	0	21.805	0	0	0	0	0	0	0	0	0	0	58.603	0	0	0	36.02	0	0	0	49.148	0	0	0	12.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.364	14.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.121	0	0	0	18.322	0	0	0	0	0	0	0	56.154	0	0	56.594	37.827	0	0	0	0	38.311	0	0	0	0	0	0	58.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	8	12	2	12	15	18	6	19	27.786	7.3062	12.832	7.2511	2.6712	2.9068	9.3828	13.345	7.0694	0	0	4.0816	0	0	0	0	0	0	0	0	5.4465	16.743	22.851	5.842	0	0	0	50.699	19.369	0	0	0	0	0	0	0	7.3498	0	0	0	0	0	23.895	0	0	0	0	0	17.087	0	0	8.8208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.824	31.064	0	0	10.592	0	0	0	0	0	33.165	0	0	0	0	45.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.967	0	0	0	30.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.193	0	0	0	0	0	0	0	0	0	0	0	17.816	0	0	0	0	0	0	0	0	0	36.643	55.114	18.421	0	0	0	0	0	0	0	0	0	0	0	0	19.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	3	11	10	9	18	20	19	7	29	20.474	7.3062	10.693	7.2511	10.685	5.8135	15.638	0	21.208	0	0	12.245	12.753	0	0	0	0	0	0	0	0	0	11.425	5.842	0	0	0	0	0	13.147	13.378	20.408	0	0	0	14.486	14.7	0	0	0	0	15.731	0	0	0	0	0	0	8.5435	0	0	0	0	0	27.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.592	64.024	0	0	0	0	0	0	0	0	0	0	11.502	0	0	0	0	11.864	0	0	0	0	24.435	0	0	0	0	0	0	0	0	0	0	0	39.098	0	0	0	0	0	26.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.867	45.077	0	0	0	0	0	0	0	0	0	46.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.104	0	0	0	0	86.491	0	0	52.365	0	0	0	0	35.427	17.765	0	0	0	0	0	0	0	0	0	0	73.286	0	0	0	0	0	0	37.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	5	8	11	10	7	11	19	29	11	3	14.624	3.6531	8.5546	9.6681	13.356	2.9068	3.1276	0	0	14.897	0	0	17.004	8.8296	0	0	0	20.103	15.508	0	5.4465	44.647	0	0	11.938	0	0	0	0	0	20.067	0	0	0	0	0	0	0	0	22.988	7.7645	7.8653	0	0	0	0	8.3543	0	0	0	17.458	0	0	18.004	0	0	0	0	0	0	48.065	0	0	9.8654	9.9483	30.092	0	0	0	0	10.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.274	0	0	0	0	13.745	0	0	0	27.992	42.175	0	0	28.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.43	0	0	0	0	0	0	0	0	0	0	128.89	16.167	32.445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
